AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,CLASS,DISTANCE,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED
6,694,1,F,862,59,59
6,694,1,F,628,59,59
6,694,1,F,888,59,59
6,675,1,F,576,59,59
6,675,1,F,576,59,59
6,614,1,F,602,60,60
6,614,1,F,1709,60,60
6,614,1,F,602,60,60
6,631,1,F,737,60,59
6,629,1,F,563,60,59
6,629,1,F,852,60,60
6,629,1,F,517,60,60
6,631,1,F,353,60,59
6,629,1,F,563,60,59
6,631,1,F,438,60,60
6,631,1,F,353,60,59
6,631,1,F,438,60,60
6,634,1,F,1754,60,59
6,634,1,F,628,60,61
6,694,1,F,1069,60,60
6,694,1,F,628,60,60
6,694,1,F,862,60,60
6,694,1,F,967,60,60
6,694,1,F,628,60,60
6,699,1,F,1546,60,60
6,694,1,F,967,60,60
6,694,1,F,628,60,60
6,675,1,F,303,60,60
6,675,1,F,303,60,60
6,699,1,F,1558,61,61
6,612,1,F,1154,61,61
6,612,1,F,957,61,61
6,612,1,F,1024,61,61
6,631,1,F,770,62,62
6,612,1,F,1754,62,62
6,631,1,F,230,62,61
6,629,1,F,639,62,62
6,631,1,F,230,63,62
6,614,1,F,1506,63,63
6,675,1,F,212,64,63
6,634,1,F,1620,65,65
6,675,1,F,212,65,64
6,614,1,F,1605,65,65
6,629,1,F,624,65,65
6,629,1,F,624,65,65
6,634,1,F,1452,65,65
6,698,1,F,991,66,66
6,614,1,F,862,66,66
6,614,1,F,602,66,66
6,629,1,F,844,67,67
6,629,1,F,212,68,68
6,629,1,F,212,69,69
6,694,1,F,967,69,69
6,698,1,F,680,70,70
6,694,1,F,967,70,70
6,612,1,F,1605,71,69
6,614,1,F,602,71,70
6,612,1,F,896,71,71
6,614,1,F,1754,72,72
6,675,1,F,300,72,72
6,675,1,F,516,73,72
6,612,1,F,883,73,74
6,614,1,F,853,73,73
6,675,1,F,516,74,74
6,614,1,F,957,74,74
6,612,1,F,495,74,74
6,677,1,F,391,75,74
6,612,1,F,1452,75,74
6,675,1,F,300,75,75
6,612,1,F,495,75,77
6,614,1,F,991,76,77
6,612,1,F,794,76,76
6,614,1,F,1024,76,76
6,629,1,F,627,77,77
6,614,1,F,1620,77,77
4,479,1,F,179,78,78
4,405,1,F,109,78,77
4,405,1,F,109,78,76
4,479,1,F,179,78,78
6,612,1,F,991,79,80
6,612,1,F,896,79,79
6,612,1,F,349,79,79
8,888,1,F,1024,79,79
6,614,1,F,862,79,79
6,694,1,F,846,79,79
8,888,1,F,1024,79,79
6,694,1,F,846,80,79
6,634,1,F,862,80,80
6,694,1,F,1476,80,80
6,614,1,F,1620,81,81
6,634,1,F,967,81,81
6,655,1,F,888,81,75
6,629,1,F,627,81,81
6,634,1,F,967,81,81
6,694,1,F,1476,81,81
6,612,1,F,883,82,79
6,655,1,F,888,82,76
6,612,1,F,794,82,82
6,634,1,F,1620,82,82
6,634,1,F,862,82,82
6,634,1,F,1452,83,83
6,612,1,F,349,83,83
6,612,1,F,850,83,83
6,612,1,F,977,83,82
6,612,1,F,850,83,82
6,612,1,F,1620,84,79
6,612,1,F,472,84,85
6,612,1,F,472,84,84
6,614,1,F,883,84,82
6,612,1,F,1491,84,85
6,614,1,F,1199,85,85
6,673,1,F,391,85,85
6,634,1,F,1605,86,84
6,629,1,F,216,86,86
6,612,1,F,770,86,85
6,629,1,F,216,86,86
6,612,1,F,1546,86,86
6,694,1,F,967,86,84
6,694,1,F,967,86,84
6,614,1,F,1546,86,86
6,612,1,F,1014,87,86
6,629,1,F,458,89,89
6,612,1,F,948,89,88
6,698,1,F,862,89,88
6,629,1,F,458,89,89
6,614,1,F,1491,89,88
6,673,1,F,773,90,88
6,638,1,F,674,90,86
6,673,1,F,773,90,88
6,698,1,F,862,90,88
6,638,1,F,674,90,86
6,612,1,F,957,91,91
6,673,1,F,73,92,90
6,694,1,F,1024,93,93
6,614,1,F,888,93,92
6,614,1,F,888,93,92
6,612,1,F,1024,95,95
6,614,1,F,883,96,96
6,612,1,F,1014,97,98
6,612,1,F,967,97,97
6,612,1,F,1199,100,99
6,673,1,F,1024,100,100
6,634,1,F,1605,101,101
6,673,1,F,1024,101,101
6,629,1,F,844,101,100
6,614,1,F,967,102,102
6,612,1,F,770,103,101
6,612,1,F,977,103,102
6,694,1,F,1024,104,104
6,612,1,F,853,105,105
6,612,1,F,775,106,106
6,612,1,F,948,108,108
6,673,1,F,391,108,108
6,612,1,F,775,109,109
6,631,1,F,250,112,112
6,631,1,F,250,113,113
6,612,1,F,909,113,113
6,612,1,F,895,115,114
6,614,1,F,967,116,116
6,612,1,F,909,120,120
6,655,1,F,592,121,117
6,655,1,F,592,121,118
6,614,1,F,895,123,121
6,612,1,F,967,125,124
6,614,1,F,1491,129,128
6,629,1,F,73,129,127
6,694,1,F,862,130,129
6,612,1,F,680,130,130
6,612,1,F,853,132,131
6,612,1,F,680,132,132
6,629,1,F,73,137,135
6,614,1,F,1452,137,137
6,673,1,F,862,138,138
6,673,1,F,862,138,138
6,612,1,F,846,142,141
6,612,1,F,846,142,142
6,656,1,F,1199,144,142
6,612,1,F,391,145,145
6,612,1,F,895,145,143
6,656,1,F,1199,146,145
6,614,1,F,1452,147,146
6,656,1,F,680,151,149
6,656,1,F,680,151,152
6,614,1,F,895,152,150
6,612,1,F,651,153,151
6,612,1,F,391,158,158
6,612,1,F,651,163,159
6,694,1,F,862,165,164
6,612,1,F,862,170,170
6,612,1,F,862,173,173
6,631,1,F,125,176,171
6,631,1,F,125,178,174
6,612,1,F,533,180,180
6,699,1,F,1337,180,180
6,699,1,F,1337,180,178
6,612,1,F,533,190,189
6,612,1,F,602,211,210
6,612,1,F,602,213,213
6,612,1,F,628,217,216
6,614,1,F,888,218,216
6,699,1,F,641,231,227
6,614,1,F,888,231,227
6,612,1,F,628,257,255
6,699,1,F,641,260,256
