UNIQUE_CARRIER_ENTITY,WAC,CARRIER_GROUP
71056,493,0
71059,148,0
71060,224,0
71052,486,0
71062,493,0
71063,482,0
1148,10,1
71065,482,0
71067,312,0
71068,713,0
71069,456,0
71070,148,0
71071,493,0
71072,148,0
1150,10,1
71073,802,0
71074,429,0
71075,427,0
71077,427,0
71078,324,0
71080,456,0
1151,1,1
71082,802,0
1155,10,1
11017,10,1
1154,10,1
71083,493,0
71084,486,0
71085,259,0
71086,778,0
71087,486,0
71089,427,0
71090,429,0
71091,450,0
71092,427,0
71093,900,0
71094,429,0
71095,900,0
71096,419,0
71098,486,0
71099,736,0
71100,327,0
71101,555,0
1158,10,1
71102,475,0
11019,10,1
1159,10,1
1164,10,1
1161,10,1
71103,337,0
71104,418,0
1162,10,1
1163,10,1
71106,148,0
71107,425,0
71109,403,0
71110,486,0
71111,409,0
71112,713,0
71113,243,0
71114,409,0
71123,456,0
71124,403,0
1169,5,1
71116,429,0
71125,475,0
81003,2,1
81002,2,1
81001,2,1
71118,148,0
71127,465,0
71128,450,0
1173,1,1
71129,337,0
1165,12,1
71131,433,0
71119,778,0
1175,1,1
1176,44,1
71120,475,0
71134,439,0
1177,91,1
71135,427,0
71136,316,0
71121,243,0
71138,488,0
71139,941,0
71140,936,0
1166,2,1
1167,4,1
1180,3,1
1168,33,1
71141,204,0
71142,493,0
71143,427,0
11042,33,1
1183,33,1
71144,277,0
1185,33,1
1184,33,1
11043,33,1
1146,2,1
1189,54,1
1190,83,1
71145,316,0
11044,33,1
1192,33,1
71146,469,0
71147,433,0
71148,403,0
11045,33,1
1193,33,1
71149,456,0
11046,21,1
1194,21,1
1195,74,1
1196,1,1
71150,418,0
71151,749,0
71153,778,0
71154,493,0
71156,316,0
1198,4,1
71157,327,0
71159,277,0
1199,1,1
71160,235,0
71161,766,0
71164,407,0
71165,488,0
71166,407,0
71167,475,0
71168,916,0
71169,729,0
11047,33,1
1200,33,1
1201,33,1
1202,91,1
71170,429,0
71171,409,0
71172,207,0
71173,480,0
1203,22,1
1205,22,1
71174,892,0
1207,36,1
11050,36,1
1206,36,1
71176,454,0
1209,33,1
71178,713,0
71179,766,0
71181,493,0
71182,778,0
71183,729,0
1210,12,1
71184,484,0
1212,1,1
71185,713,0
71187,441,0
1216,23,1
1223,21,1
11052,21,1
1221,21,1
71189,776,0
